svm_linear,0.59,0.59
svm_polynomial,0.653333333333,0.68
svm_rbf,0.96,0.945
logistic,0.59,0.59
knn,0.943333333333,0.94
decision_tree,0.983333333333,1.0
random_forest,0.97,0.97
